fx	□茲□莊□□蔣□□蘊	9633,33586,9633,33674,9633,9633,34083,9633,9633,34314
fy	薦荒□薪□□□蒂□菩	34214,33618,9633,34218,9633,9633,9633,33922,9633,33769
fz	芙芣荐□□莽□莢□若	33433,33443,33616,9633,9633,33725,9633,33698,9633,33509
g,	馬駿驢驍騙駐磷駢驕駛	39340,39423,39522,39501,39449,39376,30967,39394,39509,39387
g.	□□□□肇□□□□□	9633,9633,9633,9633,32903,9633,9633,9633,9633,9633
g/	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
g;	□□□□扈□□□啟□	9633,9633,9633,9633,25160,9633,9633,9633,21855,9633
ga	刁□□研□□□砰碩硬	20993,9633,9633,30740,9633,9633,9633,30768,30889,30828
gb	磴□□碾扇□□□□□	30964,9633,9633,30910,25159,9633,9633,9633,9633,9633
gc	疋泵氶砅□□硝□砂蛋	30091,27893,27702,30725,9633,9633,30813,9633,30722,34507
gd	了迆□□□□□孓□□	20102,36806,9633,9633,9633,9633,9633,23379,9633,9633
ge	疏□扉□□□□□□砧	30095,9633,25161,9633,9633,9633,9633,9633,9633,30759
gf	子孑□□承孩孟□孤□	23376,23377,9633,9633,25215,23401,23391,9633,23396,9633
gg	□□□□磊□□碼□□	9633,9633,9633,9633,30922,9633,9633,30908,9633,9633
gh	房□□□□□□□□□	25151,9633,9633,9633,9633,9633,9633,9633,9633,9633
gi	□磁碰磋□□□□□□	9633,30913,30896,30923,9633,9633,9633,9633,9633,9633
gj	□硯□扁□□□確□□	9633,30831,9633,25153,9633,9633,9633,30906,9633,9633
gk	□□□□□顧□□□□	9633,9633,9633,9633,9633,39015,9633,9633,9633,9633
gl	□□□□砲砭□□□碑	9633,9633,9633,9633,30770,30765,9633,9633,9633,30865
gm	矽□□□□□□□□□	30717,9633,9633,9633,9633,9633,9633,9633,9633,9633
gn	碇□□礦□□碗□□□	30855,9633,9633,31014,9633,9633,30871,9633,9633,9633
go	所斫□硃□□□□□□	25152,26027,9633,30787,9633,9633,9633,9633,9633,9633
gp	□□砷□□□□□碣□	9633,9633,30775,9633,9633,9633,9633,9633,30883,9633
gq	司□□□□□砌□礙□	21496,9633,9633,9633,9633,9633,30732,9633,31001,9633
gr	丑碟□□□□磧□□磺	19985,30879,9633,9633,9633,9633,30951,9633,9633,30970
gs	乜□□□□□□□□□	20060,9633,9633,9633,9633,9633,9633,9633,9633,9633
gt	□□□□破□□□□□	9633,9633,9633,9633,30772,9633,9633,9633,9633,9633
gu	肩□□□□□硼□□□	32937,9633,9633,9633,9633,9633,30844,9633,9633,9633
gv	□□□礎□□□□□□	9633,9633,9633,30990,9633,9633,9633,9633,9633,9633
gw	□□碌□□□□□□□	9633,9633,30860,9633,9633,9633,9633,9633,9633,9633
gx	□磯□□□□□□□□	9633,30959,9633,9633,9633,9633,9633,9633,9633,9633
gy	□□□□□□□碎□□	9633,9633,9633,9633,9633,9633,9633,30862,9633,9633
gz	砆□□磚□戾□□硫□	30726,9633,9633,30938,9633,25150,9633,9633,30827,9633
h,	疢□□□□□□痰□□	30114,9633,9633,9633,9633,9633,9633,30192,9633,9633
h.	放□□□□疼□□□□	25918,9633,9633,9633,9633,30140,9633,9633,9633,9633
h/	痋□□□□□瘟□□□	30155,9633,9633,9633,9633,9633,30239,9633,9633,9633
h;	□□□□□□□□□癌	9633,9633,9633,9633,9633,9633,9633,9633,9633,30284
ha	□痙症□□□病□□□	9633,30169,30151,9633,9633,9633,30149,9633,9633,9633
hb	永□□□郎□痛□□癖	27704,9633,9633,9633,37070,9633,30171,9633,9633,30294
hc	□□痧□□□□□□□	9633,9633,30183,9633,9633,9633,9633,9633,9633,9633
hd	疝□□□□□□□□□	30109,9633,9633,9633,9633,9633,9633,9633,9633,9633
he	瘧□痱□□□□□□□	30247,9633,30193,9633,9633,9633,9633,9633,9633,9633
hf	斗□□□□□癲瘩□癘	26007,9633,9633,9633,9633,9633,30322,30249,9633,30296
hg	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
hh	□□□□□□□瘀□□	9633,9633,9633,9633,9633,9633,9633,30208,9633,9633
hi	□□□癢瘡□癒□□□	9633,9633,9633,30306,30241,9633,30290,9633,9633,9633
hj	□□□□□□瘓疚□□	9633,9633,9633,9633,9633,9633,30227,30106,9633,9633
hk	□□疥□□於□瘠疹□	9633,9633,30117,9633,9633,26044,9633,30240,30137,9633
hl	□□□痢為□癟□□痺	9633,9633,9633,30178,28858,9633,30303,9633,9633,30202
hm	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
hn	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
ho	疾疙瘦旗旋瘤□□族□	30142,30105,30246,26071,26059,30244,9633,9633,26063,9633
hp	瘍□□□□□□□□□	30221,9633,9633,9633,9633,9633,9633,9633,9633,9633
hq	疕疘□□□□□痘癡□	30101,30104,9633,9633,9633,9633,9633,30168,30305,9633
hr	癱□□痔□痣□□□□	30321,9633,9633,30164,9633,30179,9633,9633,9633,9633
hs	□□□□疫□□□□□	9633,9633,9633,9633,30123,9633,9633,9633,9633,9633
ht	邡痕疤□疲□□□癮□	37025,30165,30116,9633,30130,9633,9633,9633,30318,9633
hu	疽□□□□□□癬□□	30141,9633,9633,9633,9633,9633,9633,30316,9633,9633
hv	□□□痳□□□□□癩	9633,9633,9633,30195,9633,9633,9633,9633,9633,30313
hw	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
hx	瘋□□□□□□痠□□	30219,9633,9633,9633,9633,9633,9633,30176,9633,9633
hy	□□□□□□□瘁□瘴	9633,9633,9633,9633,9633,9633,9633,30209,9633,30260
hz	□疣□□痍□□療□痞	9633,30115,9633,9633,30157,9633,9633,30274,9633,30174
i,	鈥銤□□□□□□□□	37413,37540,9633,9633,9633,9633,9633,9633,9633,9633
i.	釤銵□鋒錚遂□□□鉻	37348,37557,9633,37586,37658,36930,9633,9633,9633,37499
i/	□鑼□鐸□□□□鐲會	9633,38012,9633,37944,9633,9633,9633,9633,37938,26371
i;	合釦□□翕□命□拿劍	21512,37350,9633,9633,32725,9633,21629,9633,25343,21133
ia	□錢釘鈺□□□□□鏢	9633,37666,37336,37434,9633,9633,9633,9633,9633,37858
ib	令饑□饒飼館飲餘飽餵	20196,39249,9633,39250,39164,39208,39154,39192,39165,39221
ic	釙□□□□□銷□鈔□	37337,9633,9633,9633,9633,9633,37559,9633,37396,9633
id	□□□□□逆塑□□□	9633,9633,9633,9633,9633,36870,22609,9633,9633,9633
ie	判釗鍆□□□□□□鑪	21028,37335,37702,9633,9633,9633,9633,9633,9633,37994
if	針羊并□翔羶鍥羚□舒	37341,32650,24182,9633,32724,32694,37733,32666,9633,33298
ig	今兮□鈕□念貪□□含	20170,20846,9633,37397,9633,24565,36010,9633,9633,21547
ih	鈁□□□□□□□鏃□	37377,9633,9633,9633,9633,9633,9633,9633,37827,9633
ii	□□□銓鈴□□鑫□鑰	9633,9633,9633,37523,37428,9633,9633,37995,9633,38000
ij	鉬□□侖□□□欽□□	37484,9633,9633,20374,9633,9633,9633,27453,9633,9633
ik	□□□□銻錐益銼□鉛	9633,9633,9633,9633,37563,37648,30410,37564,9633,37467
il	鈞□鎚鍬鉋釣導鎢□錦	37406,9633,37786,37740,37451,37347,23566,37794,9633,37670
im	鋇釸□□□□□□□銘	37575,37368,9633,9633,9633,9633,9633,9633,9633,37528
in	錠銨□鍍□□□鐮鏟□	37664,37544,9633,37709,9633,9633,9633,37934,37855,9633
io	釿鑽鉚錘□□□□□鍾	37375,38013,37466,37656,9633,9633,9633,9633,9633,37758
ip	酋鈿鉀尊□□□□錫鏝	37195,37439,37440,23562,9633,9633,9633,9633,37675,37853
iq	釭□鑑□鉅鋪鎘□□□	37357,9633,37969,9633,37445,37610,37784,9633,9633,9633
ir	全姜羨鐃鑄恙□養義錯	20840,23004,32680,37891,37956,24665,9633,39178,32681,37679
is	釔釓□□□釩□□□□	37332,37331,9633,9633,9633,37353,9633,9633,9633,9633
it	□銀兼鍵鈹□□□創□	9633,37504,20860,37749,37433,9633,9633,9633,21109,9633
iu	鋤□剪□□□□□□□	37604,9633,21098,9633,9633,9633,9633,9633,9633,9633
iv	余□□□□途□□敘鍊	20313,9633,9633,9633,9633,36884,9633,9633,25944,37706
iw	釹□錄□□□□□□錙	37369,9633,37636,9633,9633,9633,9633,9633,9633,37657
ix	□慈□□□□鏘□□□	9633,24904,9633,9633,9633,9633,37848,9633,9633,9633
iy	鑣鉉□鋅□□□鎊□鐘	37987,37449,9633,37573,9633,9633,9633,37770,9633,37912
iz	鈇釱□□卷送券□拳鐳	37383,37361,9633,9633,21367,36865,21048,9633,25331,37939
j,	冞眯□□□瞇□□□□	20894,30511,9633,9633,9633,30599,9633,9633,9633,9633
j.	□□□睬睜□瞬□□□	9633,9633,9633,30572,30556,9633,30636,9633,9633,9633
j/	触□□□□□□□觸□	35302,9633,9633,9633,9633,9633,9633,9633,35320,9633
j;	召勉□□邵迥□□□□	21484,21193,9633,9633,37045,36837,9633,9633,9633,9633
ja	冠□盹□睫□□□冢瞟	20896,9633,30457,9633,30571,9633,9633,9633,20898,30623
jb	觔□矚□□□□□□□	35284,9633,30682,9633,9633,9633,9633,9633,9633,9633
jc	□□□□□□瞠□眇□	9633,9633,9633,9633,9633,9633,30624,9633,30471,9633
jd	巾帆帖□幃幟□帷帕帽	24062,24070,24086,9633,24131,24159,9633,24119,24085,24125
je	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
jf	用冊刪□□□矇□□瞄	29992,20874,21034,9633,9633,9633,30663,9633,9633,30596
jg	鼎□□□□□□□□□	40718,9633,9633,9633,9633,9633,9633,9633,9633,9633
jh	刃□□斛□忍□□□□	20995,9633,9633,26011,9633,24525,9633,9633,9633,9633
ji	□□剛□□罔□□□瞼	9633,9633,21083,9633,9633,32596,9633,9633,9633,30652
jj	龜□□□□□觼奐蟹冤	40860,9633,9633,9633,9633,9633,35324,22864,34809,20900
jk	內久欠□□瞧盼灸□□	20839,20037,27424,9633,9633,30631,30460,28792,9633,9633
jl	□□□□□眨□□□睥	9633,9633,9633,9633,9633,30504,9633,9633,9633,30565
jm	負□□□□□□□□□	36000,9633,9633,9633,9633,9633,9633,9633,9633,9633
jn	□□□瞎□□□□□□	9633,9633,9633,30606,9633,9633,9633,9633,9633,9633
jo	盺睨□睡□□□燄□觴	30458,30568,9633,30561,9633,9633,9633,29124,9633,35316
jp	□□□睏□冥□□象□	9633,9633,9633,30543,9633,20901,9633,9633,35937,9633
jq	同甩軍□□運□□□□	21516,29993,36557,9633,9633,36939,9633,9633,9633,9633
jr	冉瞌□□□□睛典睹週	20873,30604,9633,9633,9633,9633,30555,20856,30585,36913
js	見冗□□□□□眺鴆□	35211,20887,9633,9633,9633,9633,9633,30522,40198,9633
jt	□眠色□□急□□煞□	9633,30496,33394,9633,9633,24613,9633,9633,29022,9633
ju	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
jv	□□□□□□□睞□□	9633,9633,9633,9633,9633,9633,9633,30558,9633,9633
jw	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
jx	□□□□□□□□眸□	9633,9633,9633,9633,9633,9633,9633,9633,30520,9633
jy	丹眩□□□□矓□彤瞳	20025,30505,9633,9633,9633,9633,30675,9633,24420,30643
jz	央□□□危□盎瞭鴦□	22830,9633,9633,9633,21361,9633,30414,30637,40230,9633
k,	伙□□□糴□脊□□□	20249,9633,9633,9633,31988,9633,33034,9633,9633,9633
k.	父□□□爸□爹偺斧□	29238,9633,9633,9633,29240,9633,29241,20602,26023,9633
k/	□儸□□□□□□□曾	9633,20792,9633,9633,9633,9633,9633,9633,9633,26366
k;	□兌促保□□□□侶儼	9633,20812,20419,20445,9633,9633,9633,9633,20406,20796
ka	仁代仃任伍□例□優便	20161,20195,20163,20219,20237,9633,20363,9633,20778,20415
kb	□□倔倨侷□俑□□僻	9633,9633,20500,20520,20407,9633,20433,9633,9633,20731
kc	冰仆□□□□倘□□□	20912,20166,9633,9633,9633,9633,20504,9633,9633,9633
kd	仙丫□□候□□催條□	20185,20011,9633,9633,20505,9633,9633,20652,26781,9633
ke	們企介□假□偵□□佔	20497,20225,20171,9633,20551,9633,20597,9633,9633,20308
kf	什□□□□付值□□估	20160,9633,9633,9633,9633,20184,20540,9633,9633,20272
kg	伺□他仔□□偏憑□□	20282,9633,20182,20180,9633,9633,20559,24977,9633,9633
kh	仿□□□□□□□偽□	20223,9633,9633,9633,9633,9633,9633,9633,20605,9633
ki	伴凎□併冷□倫□□儉	20276,20942,9633,20341,20919,9633,20523,9633,9633,20745
kj	分□您凋□忿貧□□像	20998,9633,24744,20939,9633,24575,36007,9633,9633,20687
kk	□□□坐□准份俗□卻	9633,9633,9633,22352,9633,20934,20221,20439,9633,21371
kl	僑係□仟仍□□□俄伯	20689,20418,9633,20191,20173,9633,9633,9633,20420,20271
km	傑□側□□□侈□□□	20625,9633,20596,9633,9633,9633,20360,9633,9633,9633
kn	傢□倌□傭□□俯□□	20642,9633,20492,9633,20653,9633,9633,20463,9633,9633
ko	低侮作件□□仰□□傷	20302,20398,20316,20214,9633,9633,20208,9633,9633,20663
kp	佃□伸個□□偶□□倡	20291,9633,20280,20491,9633,9633,20598,9633,9633,20513
kq	化仜仝□□傅貨□使偃	21270,20188,20189,9633,9633,20613,36008,9633,20351,20547
kr	仕□□僅儔傲債供備借	20181,9633,9633,20677,20756,20658,20661,20379,20633,20511
ks	佩□□□□□□佻□□	20329,9633,9633,9633,9633,9633,9633,20347,9633,9633
kt	□僎儘健弟□侵□伊偉	9633,20686,20760,20581,24351,9633,20405,9633,20234,20553
ku	仴□□□□□□□□□	20212,9633,9633,9633,9633,9633,9633,9633,9633,9633
kv	休□□□□□□□□凍	20241,9633,9633,9633,9633,9633,9633,9633,9633,20941
kw	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
kx	公□□□翁□□似俟冶	20844,9633,9633,9633,32705,9633,9633,20284,20447,20918
ky	位隹信住隻進□雙依停	20301,38585,20449,20303,38587,36914,9633,38617,20381,20572
kz	伕□□傳□伏佈仗□佑	20245,9633,9633,20659,9633,20239,20296,20183,9633,20305
l,	鳥烏釆□鴃悉□□□翻	40165,28879,37318,9633,40195,24713,9633,9633,9633,32763
l.	勿□匈篷箏忽□□□□	21247,9633,21256,31735,31631,24573,9633,9633,9633,9633
l/	篾籮□□□□□□□□	31742,31854,9633,9633,9633,9633,9633,9633,9633,9633
l;	句□簣□劬□禹雊□簞	21477,9633,31779,9633,21164,9633,31161,38602,9633,31774
la	勻箋□竿□□□□□□	21243,31627,9633,31487,9633,9633,9633,9633,9633,9633
lb	及□□□□□節□□□	21450,9633,9633,9633,9633,9633,31680,9633,9633,9633
lc	簿□□□□□□□箔□	31807,9633,9633,9633,9633,9633,9633,9633,31636,9633
ld	島□□□□□□□皺□	23798,9633,9633,9633,9633,9633,9633,9633,30394,9633
le	師□歸阜延追帥□□簡	24107,9633,27512,38428,24310,36861,24101,9633,9633,31777
lf	千升乖□□□□籍□刮	21315,21319,20054,9633,9633,9633,9633,31821,9633,21038
lg	乃□□□盈□篇篤□□	20035,9633,9633,9633,30408,9633,31687,31716,9633,9633
lh	勺□□□□□□□簇□	21242,9633,9633,9633,9633,9633,9633,9633,31751,9633
li	乎□□□□□箭□□簽	20046,9633,9633,9633,9633,9633,31661,9633,9633,31805
lj	自筧□算□邊□□奧鼻	33258,31591,9633,31639,9633,37002,9633,9633,22887,40763
lk	筏□筱符篌□□籤□□	31567,9633,31601,31526,31692,9633,9633,31844,9633,9633
ll	笑□筵□笈□□□□筍	31505,9633,31605,9633,31496,9633,9633,9633,9633,31565
lm	舟般舢□艋航□船艇□	33311,33324,33314,9633,33355,33322,9633,33337,33351,9633
ln	乏□管□筷□□簾□□	20047,9633,31649,9633,31607,9633,9633,31806,9633,9633
lo	箍鵝笮笙□□□□籀□	31629,40285,31534,31513,9633,9633,9633,9633,31808,9633
lp	白旬甸笛□迫帛□卑簍	30333,26092,30008,31515,9633,36843,24091,9633,21329,31757
lq	毛築籃毬範匍□毯□匐	27611,31689,31811,27628,31684,21261,9633,27631,9633,21264
lr	箕□□等籌□□□箸簧	31637,9633,9633,31561,31820,9633,9633,9633,31672,31783
ls	九匕□□□丸□□鳩旭	20061,21269,9633,9633,9633,20024,9633,9633,40169,26093
lt	□包笆筆篛□□□□□	9633,21253,31494,31558,31707,9633,9633,9633,9633,9633
lu	血□□□筋□卹籐□□	34880,9633,9633,9633,31563,9633,21369,31824,9633,9633
lv	禾梟利積季科移秋稱程	31166,26783,21033,31309,23395,31185,31227,31179,31281,31243
lw	□□□□□□□□篆□	9633,9633,9633,9633,9633,9633,9633,9633,31686,9633
lx	系勾么□□□□□□句	31995,21246,20040,9633,9633,9633,9633,9633,9633,21477
ly	笠□□□□□籠□籬篙	31520,9633,9633,9633,9633,9633,31840,9633,31852,31705
lz	夭□□□□□看□□喬	22829,9633,9633,9633,9633,9633,30475,9633,9633,21932
m,	炙□□□□□□□□□	28825,9633,9633,9633,9633,9633,9633,9633,9633,9633
m.	敗□□□□□□□□賂	25943,9633,9633,9633,9633,9633,9633,9633,9633,36034
m/	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
m;	名□□□□過□□□□	21517,9633,9633,9633,9633,36942,9633,9633,9633,9633
ma	祭賤□賊□□□□□□	31085,36068,9633,36042,9633,9633,9633,9633,9633,9633
mb	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
mc	外□□□□□□□□□	22806,9633,9633,9633,9633,9633,9633,9633,9633,9633
md	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
me	則□□□□□□□□貼	21063,9633,9633,9633,9633,9633,9633,9633,9633,36028
mf	□□□□□□□□財□	9633,9633,9633,9633,9633,9633,9633,9633,36001,9633
mg	□怨□□□□□□□□	9633,24616,9633,9633,9633,9633,9633,9633,9633,9633
mh	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
mi	賒□□□賺□□□□□	36050,9633,9633,9633,36090,9633,9633,9633,9633,9633
mj	贍□□□□□□□□□	36109,9633,9633,9633,9633,9633,9633,9633,9633,9633
mk	□□□□□□□□□贈	9633,9633,9633,9633,9633,9633,9633,9633,9633,36104
ml	□□□□□貶□□□□	9633,9633,9633,9633,9633,36022,9633,9633,9633,9633
mm	多嬰□□□□□□夠□	22810,23344,9633,9633,9633,9633,9633,9633,22816,9633
mn	貯□□□□□□□□□	36015,9633,9633,9633,9633,9633,9633,9633,9633,9633
mo	□□□遙□□□□□□	9633,9633,9633,36953,9633,9633,9633,9633,9633,9633
mp	□□□□□□□□賜□	9633,9633,9633,9633,9633,9633,9633,9633,36060,9633
mq	舛賬□桀□賻□□□□	33307,36076,9633,26688,9633,36091,9633,9633,9633,9633
mr	□□□□□□購□賭贖	9633,9633,9633,9633,9633,9633,36092,9633,36077,36118
ms	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
mt	郥□□□□□□□□□	37093,9633,9633,9633,9633,9633,9633,9633,9633,9633
mu	骨骰□髒□骯□□骼髏	39592,39600,9633,39634,9633,39599,9633,9633,39612,39631
mv	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
mw	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
mx	□□□□□□□□□貽	9633,9633,9633,9633,9633,9633,9633,9633,9633,36029
my	□賅□□□□□□□賠	9633,36037,9633,9633,9633,9633,9633,9633,9633,36064
mz	賑贓□□販然賄□□□	36049,36115,9633,9633,36009,28982,36036,9633,9633,9633
n,	□□□□□□憐□□□	9633,9633,9633,9633,9633,9633,24976,9633,9633,9633
n.	彥□□□□□□□□客	24421,9633,9633,9633,9633,9633,9633,9633,9633,23458
n/	寰□□□□愣慍□□□	23536,9633,9633,9633,9633,24867,24909,9633,9633,9633
n;	□□忡□□□□□宮憚	9633,9633,24545,9633,9633,9633,9633,9633,23470,24986
na	完室賓寶悟□恆怦廈宣	23436,23460,36051,23542,24735,9633,24646,24614,24264,23459
nb	慨廄□怪廢□□□□□	24936,24260,9633,24618,24290,9633,9633,9633,9633,9633
nc	恍□□□□□廠□□□	24653,9633,9633,9633,9633,9633,24288,9633,9633,9633
nd	愷□□□□□□□□□	24887,9633,9633,9633,9633,9633,9633,9633,9633,9633
ne	官□□□□憫□□□店	23448,9633,9633,9633,9633,25003,9633,9633,9633,24215
nf	□□□憤□守寬□懂廟	9633,9633,9633,24996,9633,23432,23532,9633,25026,24287
ng	宕□□忸□□□□□□	23445,9633,9633,24568,9633,9633,9633,9633,9633,9633
nh	□□□□廊□□□□□	9633,9633,9633,9633,24266,9633,9633,9633,9633,9633
ni	怑惍□庠廉□愉□□恰	24593,24781,9633,24224,24265,9633,24841,9633,9633,24688
nj	忉忱□惆□□懼惘□□	24521,24561,9633,24774,9633,9633,25084,24792,9633,9633
nk	穴窈窪府窘惟窩容究悅	31348,31368,31402,24220,31384,24799,31401,23481,31350,24709
nl	必□□庭庖□懊審惚怕	24517,9633,9633,24237,24214,9633,25034,23529,24794,24597
nm	察□廁□宛□□□□□	23519,9633,24257,9633,23451,9633,9633,9633,9633,9633
nn	□□惦□慷□寧□密□	9633,9633,24806,9633,24951,9633,23527,9633,23494,9633
no	底忻□產□□□庾寫愎	24213,24571,9633,29986,9633,9633,9633,24254,23531,24846
np	悍宴□宙□憬寓□惺慢	24717,23476,9633,23449,9633,25004,23507,9633,24826,24930
nq	它庫宦□□□□□慚富	23427,24235,23462,9633,9633,9633,9633,9633,24922,23500
nr	庄怯□恃度□情賽□害	24196,24623,9633,24643,24230,9633,24773,36093,9633,23475
ns	□□□實□□□□□□	9633,9633,9633,23526,9633,9633,9633,9633,9633,9633
nt	□恨康□怫□庸快□□	9633,24680,24247,9633,24619,9633,24248,24555,9633,9633
nu	宜□□□□□□□□□	23452,9633,9633,9633,9633,9633,9633,9633,9633,9633
nv	宋床□麻□怵廂□□懶	23435,24202,9633,40635,9633,24629,24258,9633,9633,25078
nw	安□□案□□□□惱□	23433,9633,9633,26696,9633,9633,9633,9633,24817,9633
nx	寐慘□□寢□□□□怡	23504,24920,9633,9633,23522,9633,9633,9633,9633,24609
ny	□忙□宰□□龐悴□懷	9633,24537,9633,23472,9633,9633,40848,24756,9633,25079
nz	寄宏□□□□怖恢□庵	23492,23439,9633,9633,9633,9633,24598,24674,9633,24245
o,	氣□□□□□□撈撇□	27683,9633,9633,9633,9633,9633,9633,25736,25735,9633
o.	援□抓採掙□授□覺□	25588,9633,25235,25505,25497,9633,25480,9633,35258,9633
o/	□擺□擇□□氳勳□□	9633,25850,9633,25799,9633,9633,27699,21235,9633,9633
o;	告扣靠□□造損□捌操	21578,25187,38752,9633,9633,36896,25613,9633,25420,25805
oa	丘找打拜捷乓制兵擾撢	19992,25214,25171,25308,25463,20051,21046,20853,25854,25762
ob	握□掘□撥搔□摒□□	25569,9633,25496,9633,25765,25620,9633,25682,9633,9633
oc	扑□□□□□擋□抄□	25169,9633,9633,9633,9633,9633,25803,9633,25220,9633
od	氙□拙□叟□卯攜□□	27673,9633,25305,9633,21471,9633,21359,25884,9633,9633
oe	扯乍捫氘□怎□□擱掉	25199,20045,25451,27672,9633,24590,9633,9633,25841,25481
of	午牛垂特牠犒□搭物摸	21320,29275,22402,29305,29280,29330,9633,25645,29289,25720
og	拓□拯扭□□□□□□	25299,9633,25327,25197,9633,9633,9633,9633,9633,9633
oh	斥□卵抖□□留□□□	26021,9633,21365,25238,9633,9633,30041,9633,9633,9633
oi	拌□□拼搶□掄□□拾	25292,9633,9633,25340,25654,9633,25476,9633,9633,25342
oj	印□□□□迎換探掐招	21360,9633,9633,9633,9633,36814,25563,25506,25488,25307
ok	扒臾□□□擒扮挫□□	25170,33278,9633,9633,9633,25810,25198,25387,9633,9633
ol	托□搗徵抱□搬播掏拍	25176,9633,25623,24501,25265,9633,25644,25773,25487,25293
om	撚□□□□□□□搖撾	25754,9633,9633,9633,9633,9633,9633,9633,25622,25790
on	近按□擴搪擰擦挖□□	36817,25353,9633,25844,25642,25840,25830,25366,9633,9633
oo	折□搜撫拖拆質□攪哲	25240,9633,25628,25771,25302,25286,36074,9633,25898,21746
op	重拽押抽舅□□黴揭摟	37325,25341,25276,25277,33285,9633,9633,40692,25581,25695
oq	年扛攬□拒捕□□擬指	24180,25179,25900,9633,25298,25429,9633,9633,25836,25351
or	生毀□持□□舞拱拷措	29983,27584,9633,25345,9633,9633,33310,25329,25335,25514
os	兒扎先乞投迄□挑微□	20818,25166,20808,20062,25237,36804,9633,25361,24494,9633
ot	□撰把□披□掃抉□□	9633,25776,25226,9633,25259,9633,25475,25225,9633,9633
ou	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
ov	朱□□□□□□□□揀	26417,9633,9633,9633,9633,9633,9633,9633,9633,25536
ow	鼠□氯□□□□□□鼬	40736,9633,27695,9633,9633,9633,9633,9633,9633,40748
ox	鬼摻□拚拗魁魍□徽抬	39740,25723,9633,25306,25303,39745,39757,9633,24509,25260
oy	拉擁□拄□□攏摘抆撞	25289,25793,9633,25284,9633,9633,25871,25688,25222,25758
oz	失矢扶捧扳迭撤挾拔知	22833,30690,25206,25447,25203,36845,25764,25406,25300,30693
p,	黑黝黜墨□黯□黔□□	40657,40669,40668,22696,9633,40687,9633,40660,9633,9633
p.	畋□□□□□曖晷□略	30027,9633,9633,9633,9633,9633,26326,26231,9633,30053
p/	圜□□曙曼□□□□□	22300,9633,9633,26329,26364,9633,9633,9633,9633,9633
p;	回□數□□圖圓□□□	22238,9633,25976,9633,9633,22294,22291,9633,9633,9633
pa	旦畏題旺晤□曬□□量	26086,30031,38988,26106,26212,9633,26348,9633,9633,37327
pb	男□□□曜□□□□□	30007,9633,9633,9633,26332,9633,9633,9633,9633,9633
pc	晃□□□□□□□□□	26179,9633,9633,9633,9633,9633,9633,9633,9633,9633
pd	甲申□□□□□□鴨暢	30002,30003,9633,9633,9633,9633,9633,9633,40232,26274
pe	□□□□暇□□□□□	9633,9633,9633,9633,26247,9633,9633,9633,9633,9633
pf	由早曲畢□迪冑□□固	30001,26089,26354,30050,9633,36842,20881,9633,9633,22266
pg	昈□□囝□□□□□□	26120,9633,9633,22237,9633,9633,9633,9633,9633,9633
ph	□□□□□□□□□□	9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
pi	畔□□曦囹□□□□□	30036,9633,9633,26342,22265,9633,9633,9633,9633,9633
pj	冒□□□□□□□□晚	20882,9633,9633,9633,9633,9633,9633,9633,9633,26202
pk	囚□界□□暹□□□□	22234,9633,30028,9633,9633,26297,9633,9633,9633,9633
pl	昀□□昇□□晌歇剔煦	26112,9633,9633,26119,9633,9633,26188,27463,21076,29030
pm	禺□□□□遇□□□□	31162,9633,9633,9633,9633,36935,9633,9633,9633,9633
pn	思晏□曠□□□□□□	24605,26191,9633,26336,9633,9633,9633,9633,9633,9633
po	昕晦昨星□□昂□□□	26133,26214,26152,26143,9633,9633,26114,9633,9633,9633
pp	昌□□曝□□□□暍壘	26124,9633,9633,26333,9633,9633,9633,9633,26253,22744
pq	國□□暱□圃□□□□	22283,9633,9633,26289,9633,22275,9633,9633,9633,9633
pr	里□□曉野□晴異暑園	37324,9633,9633,26313,37326,9633,26228,30064,26257,22290
ps	□□□□□□□晁□□	9633,9633,9633,9633,9633,9633,9633,26177,9633,9633
